id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment
8809,Double Kettlebell Bottoms Up Front Rack Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8810,Double Kettlebell Bottoms Up Front Rack Foot Elevated Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8811,Single Arm Kettlebell Bottoms Up Front Rack Contralateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8812,Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Contralateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8813,Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8814,Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Ipsilateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8815,Single Arm Kettlebell Overhead Ipsilateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8816,Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Knee Over Toe Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8817,Double Kettlebell Overhead Foot Elevated Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8818,Single Arm Kettlebell Overhead Foot Elevated Contralateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8819,Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Contralateral Knee Over Toe Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8820,Double Kettlebell Bottoms Up Overhead Foot Elevated Knee Over Toe Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8821,Single Arm Kettlebell Overhead Foot Elevated Ipsilateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8822,Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Ipsilateral Knee Over Toe Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8823,Double Kettlebell Suitcase Foot Elevated Knee Over Toe Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8824,Barbell Zercher Split Squat,https://youtu.be/IgatQ8Mh6nM?feature=shared,https://youtu.be/m0tnThP_AXQ?si=iR-GoGMInvuKSunC,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Barbell
8825,Suspension Alternating Split Squat Jump,https://youtu.be/Vl3Gb37CyMI?si=claxpb93HZUyctUA,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Plyometric,2025-08-10 01:02:45.779018+00,Suspension Trainer
8826,Single Arm Dumbbell Suitcase Contralateral Split Squat,https://youtu.be/eT5ol-m5gQU?si=1yRDnXPgi913NC1Q,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8827,Single Arm Dumbbell Suitcase Ipsilateral Split Squat,https://youtu.be/PL3rLZbBgZQ?si=NevvL1vzasNBOgVT,https://youtu.be/cIp4a9Sj_54?si=24y6vu_iqwfImM44,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8828,Double Dumbbell Front Rack Split Squat,https://youtu.be/Bf4HVTwMjkc?si=j0OgjVc5PW-T2bs6,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8829,Single Arm Dumbbell Front Rack Contralateral Split Squat,https://youtu.be/nogkCbiduHI?si=5gA5NaZqt_y4a8ir,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8830,Single Arm Dumbbell Front Rack Ipsilateral Split Squat,https://youtu.be/Fc6I5y692zE?si=WC2rmdrASF2eyb71,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8831,Double Dumbbell Overhead Split Squat,https://youtu.be/c9SSkKRR_fc?si=MOjZ2orbxCB5hdiO,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8832,Single Arm Dumbbell Overhead Contralateral Split Squat,https://youtu.be/jmgelOGoxE8?si=dRdbKJvwm7kJy_Fs,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8833,Single Arm Dumbbell Overhead Ipsilateral Split Squat,https://youtu.be/XpcDH-_hkD8?si=ZolNMoUBWOAc0Xms,https://youtu.be/zofsIbMpfQ4?si=FtowdyCJ9K6aSW2k,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8834,Dumbbell Goblet Split Squat,https://youtu.be/EUHaKY3aA1Q?si=H2a-9iB71twMingb,https://youtu.be/O_XaZR7-5lo?si=V-7vvAXlgmxto7UI,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8835,Wall Ball Feet Elevated Russian Twist,https://youtu.be/w0CTy_eIIcM?si=RtrXOHk6gyF6NsFi,,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Wall Ball
8836,Wall Ball Russian Twist,https://youtu.be/0DwFec0Aeog?si=bohJ8yWsahjfyyVf,https://youtu.be/-_iuNMMSCGs?feature=shared,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Wall Ball
8837,Bulgarian Bag Back Rack Split Squat,https://youtu.be/VI6qhpokyPI?si=vlQYMvQBOEZ4sjof,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Bulgarian Bag
8838,Double Clubbell Order Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Clubbell
8839,Clubbell Order Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Clubbell
8840,Single Arm Clubbell Order Contralateral Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Clubbell
8841,Single Arm Clubbell Order Ipsilateral Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Clubbell
8842,Macebell Order Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Macebell
8843,Single Arm Macebell Order Contralateral Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Macebell
8844,Single Arm Macebell Order Ipsilateral Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Macebell
8845,Plate Overhead Split Squat,https://youtu.be/p3aoeo0dbZg?feature=shared,https://youtu.be/xM1KKtO7XFE?si=IGg02TkKhvMfNUNE,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Weight Plate
8846,Heavy Sandbag Bear Hug Split Squat,https://youtu.be/EDEgJ8gSJHo?si=tuk25VgOk61zTjT4,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Unilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Heavy Sandbag
8847,Heavy Sandbag Shoulder Contralateral Split Squat,https://youtu.be/ayWcRkvxO-I?si=AtCYmB8SJA-QD071,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Unsorted*,2025-08-10 01:02:45.779018+00,Heavy Sandbag
8848,Heavy Sandbag Shoulder Ipsilateral Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Heavy Sandbag
8849,Sandbag Back Rack Split Squat,https://youtu.be/h1IDfUy9JCg?si=8aLbq-QZwId9tfAE,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8850,Sandbag Front Rack Split Squat,https://youtu.be/b0rzm8OUjAc?si=Rz4zXBOgcisU6tEb,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Sandbag
8851,Alternating Double Dumbbell Tall Kneeling Arnold Press,https://youtu.be/oMbi7Tppy-Y?si=xztRuodoUOeyiGKn,,Beginner,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8852,Landmine Goblet Split Squat,https://youtu.be/IfR7ezW6Oxc?si=-Zb29PMa_gZ8yJr9,https://youtu.be/pUlZP43RYI0?feature=shared,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Landmine
8853,Single Arm Landmine Front Rack Contralateral Split Squat,https://youtu.be/kZKDLL-1IXw?si=wnx7XbsDFO37wHb3,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Landmine
8854,Single Arm Landmine Front Rack Ipsilateral Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Landmine
8855,Single Arm Landmine Suitcase Contralateral Split Squat,https://youtu.be/rD7QCqe4g0k?si=13maugTiL5P1XI6m,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Landmine
8856,Double Kettlebell Gunslinger,https://youtu.be/spmQS--R39Q?si=CXJgE_ppmc8oU7i4,,Intermediate,Back,Latissimus Dorsi,Biceps Brachii,Full Body,Bilateral,Ballistics,2025-08-10 01:02:45.779018+00,Kettlebell
8857,Single Arm Kettlebell Front Rack Ipsilateral Split Squat,https://youtu.be/Xy9DrXmYIdw?si=e3qLZQjQ9a0RnC4q,https://youtu.be/VV0ZpKYykgA?si=kIRKUh5Ozq6OIq4n,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8858,Double Kettlebell Bottoms Up Front Rack Split Squat,https://youtu.be/NH32TQinW94?si=UfgmRs54Foklrrlw,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8859,Single Arm Kettlebell Bottoms Up Front Rack Contralateral Split Squat,https://youtu.be/kTJfy28oNFE?si=SfdE8XDz_tYT0vyI,https://youtu.be/AZXE2GxnLLg?si=klSkY0q0wz02HD1_,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8860,Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8861,Double Kettlebell Overhead Split Squat,https://youtu.be/Q_NVo7MW61E?si=3xxOUWjsx7Th2Acq,https://youtu.be/JeRkV9ebv_8?si=i5WB_-WOS9obtf3g,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8862,Single Arm Kettlebell Overhead Contralateral Split Squat,https://youtu.be/3HxbM0lO3a8?si=7zxP4xa8ZMIRdBAW,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8863,Single Arm Kettlebell Overhead Ipsilateral Split Squat,https://youtu.be/7TXfixD6LwA?si=ZgzyV23h1nt4RVQQ,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8864,Single Arm Kettlebell Bottoms Up Overhead Contralateral Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8865,Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8866,Double Kettlebell Suitcase Split Squat,https://youtu.be/lQH6gx3-q8E?si=ySQAsX-z8SQ9haRk,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8867,Single Arm Kettlebell Suitcase Contralateral Split Squat,https://youtu.be/JLyFg72CCrk?si=dyii9fe_jm4Th1O8,https://youtu.be/WWh6IyHUouU?si=Mw843r1ICzI9GlHa,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8868,Single Arm Kettlebell Suitcase Ipsilateral Split Squat,https://youtu.be/ZqPQvlALHlw?si=B7EklAroPtpJvXvc,https://youtu.be/vc55ELVmtns?si=QbvA9EZhpX-bVelg,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Ipsilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8869,Kettlebell Goblet Split Squat,https://youtu.be/X13mW_a88Hw?si=bAwJPsrYMO6xCJWC,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Kettlebell
8870,Kettlebell Horn Grip March,https://youtu.be/sd6bu56nO9A?feature=shared,https://youtu.be/aAFF0WrHnfU?si=UT-K4YyZrGZnIOFT,Novice,Hip Flexors,Iliopsoas,Rectus Abdominis,Core,Unilateral,Balance,2025-08-10 01:02:45.779018+00,Kettlebell
8871,Single Arm Dumbbell Front Raise,https://youtu.be/B6e5b8SY64g?si=OFbYwa08fPFsxurs,https://youtu.be/xOksWZVV1_g?si=vYz-4oXhlU7lLENu,Beginner,Shoulders,Anterior Deltoids,Pectoralis Major,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8872,Single Arm Dumbbell Cross Body Hammer Curl,https://youtu.be/_aiZoy57VFI?si=skTwggqvw_kxkno5,https://youtu.be/n4J53LpjvUk?si=P8g1wW_RnUgwerf4,Beginner,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Dumbbell
8873,Suspension Hamstring Curl,https://youtu.be/xh13VO9_qEA?si=lzogbMJOWGILmMX3,https://youtu.be/Mjsws0TEZSE?si=eqHvE-lLaHR3MHPU,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:45.779018+00,Suspension Trainer
8874,Suspension Single Leg Hamstring Curl,https://youtu.be/xHvXPam-ZBQ?si=8jfCw-5i-zrJ9hUd,,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Suspension Trainer
8875,Superband Prone Hamstring Curl,https://youtu.be/LtTcXXgeRYo?si=80zdQRqZ21dGBf6n,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Superband
8876,Cable Prone Hamstring Curl,https://youtu.be/qOu-89KQsIg?si=NzRrmfpYz9Rwpoy8,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:45.779018+00,Cable
8877,Superband Prone Bench Hamstring Curl,https://youtu.be/e5TRSsFNeug?feature=shared,https://youtu.be/zQnw_Zb_iIM?feature=shared,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Superband
8878,Single Arm Dumbbell Bicep Curl,https://youtu.be/DE6BcaMCwJA?si=Q1Lbpg92nykSCfEE,https://youtu.be/74qC_TVP8yo?si=WNrv0C4iHCPcez8-,Beginner,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8879,Single Arm Dumbbell Hammer Curl,https://youtu.be/yCDJmfP1Tr8?si=UDCf5aMfQvMiW-69,,Beginner,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Dumbbell
8880,Ring Dips,https://youtu.be/EznLCDBAPIU,https://youtu.be/Kr5Uuuy5DAI,Advanced,Triceps,Triceps Brachii,Pectoralis Major,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Gymnastic Rings
8881,Bodyweight Single Arm Push Up,https://youtu.be/CQ6VEzQAI7w?si=_nTW1Yq_iP18uBgt,https://youtu.be/azjQG10quYw,Advanced,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Bodyweight
8882,Bodyweight Aztec Push Up,https://youtu.be/MeunnPVySSI?si=wuDGH7XuHo-e8M5X,https://youtu.be/4z5kffSzjWI,Advanced,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Bilateral,Plyometric,2025-08-10 01:02:46.306204+00,Bodyweight
8883,Slider Barbell Front Rack Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8884,Slider Double Kettlebell Front Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8885,Slider Suspension Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8886,Slider Landmine Goblet Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8887,Slider Barbell Overhead Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8888,Slider Barbell Back Rack Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8889,Slider Barbell Zercher Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8890,Slider Bulgarian Bag Back Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8891,Slider Double Kettlebell Suitcase Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8892,Slider Double Kettlebell Overhead Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8893,Slider Double Kettlebell Bottoms Up Front Rack Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8894,Slider Double Kettlebell Bottoms Up Overhead Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8895,Slider Single Arm Kettlebell Front Rack Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8896,Slider Single Arm Kettlebell Suitcase Contralateral Curtsy Lunge,https://youtu.be/Bu50PXycHv8?si=SlReQTpVRUbKnVsC,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8897,Slider Single Arm Kettlebell Overhead Contralateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8898,Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8899,Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8900,Slider Double Dumbbell Front Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8901,Slider Double Dumbbell Suitcase Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8902,Slider Double Dumbbell Overhead Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8903,Slider Single Arm Dumbbell Front Rack Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8904,Slider Single Arm Dumbbell Suitcase Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8905,Slider Single Arm Dumbbell Overhead Contralateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8906,Slider Dumbbell Goblet Curtsy Lunge,https://youtu.be/lyYXfpCV5ys?si=iACRC6Vlz_wbm5zc,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8907,Slider Kettlebell Horn Grip Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8908,Slider Kettlebell Goblet Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8909,Slider Clubbell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8910,Slider Double Clubbell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8911,Slider Single Arm Clubbell Order Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8912,Slider Macebell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8913,Slider Single Arm Macebell Order Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:46.306204+00,Sliders
8914,Slider Curtsy Lunge,https://youtu.be/3psxN3YA0wg?si=BW-ePbc5Pg6OJ8z6,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Calisthenics,2025-08-10 01:02:46.306204+00,Sliders
