exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,equipment ,Category,Laterality,Primary Exercise Classification
Kettlebell Horn Grip Bicep Curl,Video Demonstration,Video Explanation,Novice,Biceps,Biceps Brachii,Brachialis,Kettlebell,Upper Body,Bilateral,Bodybuilding
Double Dumbbell Prone Row,Video Demonstration,,Novice,Back,Latissimus Dorsi,,Dumbbell,Upper Body,Bilateral,Bodybuilding
Double Kettlebell Z Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Bilateral,Bodybuilding
Double Kettlebell Push Press,Video Demonstration,Video Explanation,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Bilateral,Bodybuilding
Barbell Prone Row,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,,Barbell,Upper Body,Bilateral,Bodybuilding
Single Arm Dumbbell Cuban Press,Video Demonstration,,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Dumbbell,Upper Body,Unilateral,Unsorted*
Single Arm Kettlebell Push Jerk,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Unilateral,Unsorted*
Barbell Incline Bench Press,Video Demonstration,Video Explanation,Novice,Chest,Pectoralis Major,Triceps Brachii,Barbell,Upper Body,Bilateral,Bodybuilding
Double Kettlebell Tall Kneeling Overhead Press,Video Demonstration,Video Explanation,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Bilateral,Bodybuilding
Double Dumbbell Incline Bench Prone Y Raise,Video Demonstration,Video Explanation,Novice,Shoulders,Posterior Deltoids,,Dumbbell,Upper Body,Bilateral,Postural
Suspension Face Pull to Overhead Press,Video Demonstration,Video Explanation,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Suspension Trainer,Upper Body,Bilateral,Unsorted*
Double Dumbbell Reverse Grip Bench Press,Video Demonstration,Video Explanation,Novice,Chest,Pectoralis Major,,Dumbbell,Upper Body,Bilateral,Bodybuilding
Single Arm Cable Seated Floor Lat Pulldown,Video Demonstration,,Novice,Back,Latissimus Dorsi,Biceps Brachii,Cable,Upper Body,Unilateral,Bodybuilding
Double Dumbbell Suitcase Carry,Video Demonstration,Video Explanation,Beginner,Forearms,Brachioradialis,,Dumbbell,Full Body,Bilateral,Unsorted*
Single Arm Resistance Band Half Kneeling Cuban Press,,Video Explanation,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Resistance Band,Upper Body,Unilateral,Unsorted*
Double Dumbbell Cuban Press,Video Demonstration,Video Explanation,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Dumbbell,Upper Body,Bilateral,Unsorted*
Double Kettlebell Pendlay Row,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,Biceps Brachii,Kettlebell,Upper Body,Bilateral,Bodybuilding
Double Kettlebell Half Kneeling Overhead Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Bilateral,Bodybuilding
Single Arm Kettlebell Push Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Unilateral,Unsorted*
Double Kettlebell Push Jerk,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Bilateral,Unsorted*
Double Dumbbell Glute Bridge Isometric Floor Press,Video Demonstration,,Novice,Chest,Pectoralis Major,Triceps Brachii,Dumbbell,Full Body,Bilateral,Bodybuilding
Double Kettlebell Seesaw Overhead Press,Video Demonstration,Video Explanation,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Unilateral,Unsorted*
Alternating Double Kettlebell Z Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Unilateral,Bodybuilding
Bodyweight Burpee,Video Demonstration,Video Explanation,Intermediate,Chest,Pectoralis Major,Triceps Brachii,Bodyweight,Full Body,Bilateral,Unsorted*
Double Dumbbell Devil Press,Video Demonstration,Video Explanation,Advanced,Shoulders,Anterior Deltoids,Pectoralis Major,Dumbbell,Full Body,Bilateral,Unsorted*
Alternating Single Arm Dumbbell Devil Press,Video Demonstration,Video Explanation,Advanced,Shoulders,Anterior Deltoids,Pectoralis Major,Dumbbell,Full Body,Unilateral,Unsorted*
Double Kettlebell Seesaw Z Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Unilateral,Bodybuilding
Double Plate Lu Raise,Video Demonstration,Video Explanation,Novice,Shoulders,Infraspinatus,Posterior Deltoids,Weight Plate,Upper Body,Bilateral,Mobility
Plate Steering Wheel,Video Demonstration,Video Explanation,Novice,Shoulders,Anterior Deltoids,,Weight Plate,Upper Body,Bilateral,Unsorted*
Suspension Cuban Press,Video Demonstration,Video Explanation,Novice,Shoulders,Posterior Deltoids,Triceps Brachii,Suspension Trainer,Upper Body,Bilateral,Unsorted*
Barbell Decline Bench Press,Video Demonstration,Video Explanation,Novice,Chest,Pectoralis Major,Triceps Brachii,Barbell,Upper Body,Bilateral,Bodybuilding
Kettlebell Half Kneeling Alternating Halo,Video Demonstration,,Novice,Shoulders,Posterior Deltoids,Medial Deltoids,Kettlebell,Upper Body,Unilateral,Mobility
Kettlebell Tall Kneeling Alternating Halo,Video Demonstration,Video Explanation,Novice,Shoulders,Posterior Deltoids,Medial Deltoids,Kettlebell,Upper Body,Bilateral,Mobility
Bodyweight Rolling Squat Burpee,Video Demonstration,Video Explanation,Advanced,Chest,Pectoralis Major,Triceps Brachii,Bodyweight,Full Body,Bilateral,Plyometric
Kettlebell Tall Kneeling Alternating Hip to Halo,Video Demonstration,,Novice,Shoulders,Posterior Deltoids,Medial Deltoids,Kettlebell,Upper Body,Bilateral,Mobility
Barbell Seated Overhead Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Barbell,Upper Body,Bilateral,Bodybuilding
Dumbbell Crush Grip Z Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Dumbbell,Upper Body,Bilateral,Bodybuilding
Barbell Half Kneeling Overhead Press,Video Demonstration,Video Explanation,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Barbell,Upper Body,Unilateral,Bodybuilding
Barbell Tall Kneeling Overhead Press,Video Demonstration,Video Explanation,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Barbell,Upper Body,Bilateral,Bodybuilding
Barbell Inverted Row,Video Demonstration,,Novice,Back,Latissimus Dorsi,Biceps Brachii,Barbell,Upper Body,Bilateral,Calisthenics
Ring Row,Video Demonstration,,Novice,Back,Latissimus Dorsi,Biceps Brachii,Gymnastic Rings,Upper Body,Bilateral,Calisthenics
Slider Single Arm Kettlebell Suitcase Ipsilateral Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Ipsilateral,Bodybuilding
Slider Single Arm Kettlebell Front Rack Contralateral Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Contralateral,Bodybuilding
Ring Bulgarian Row,Video Demonstration,,Novice,Back,Latissimus Dorsi,Biceps Brachii,Gymnastic Rings,Upper Body,Bilateral,Calisthenics
Alternating Double Kettlebell Rotational Overhead Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,,Kettlebell,Upper Body,Unilateral,Bodybuilding
Alternating Double Kettlebell Push Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Upper Body,Unilateral,Unsorted*
Cable Tall Kneeling Face Pull,,Video Explanation,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Cable,Upper Body,Bilateral,Unsorted*
Macebell Ballistic Curl,Video Demonstration,,Novice,Biceps,Biceps Brachii,,Macebell,Upper Body,Bilateral,Ballistics
Single Arm Indian Club Outer Heart Shaped Swing,,,Novice,Shoulders,Posterior Deltoids,,Indian Club,Upper Body,Unilateral,Mobility
Single Arm Clubbell Pullover,Video Demonstration,,Novice,Back,Latissimus Dorsi,Posterior Deltoids,Clubbell,Upper Body,Unilateral,Unsorted*
Double Clubbell Pullover,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,Posterior Deltoids,Clubbell,Upper Body,Bilateral,Unsorted*
Clubbell Pullover,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,Posterior Deltoids,Clubbell,Upper Body,Bilateral,Unsorted*
Clubbell Front Flag Press,Video Demonstration,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Clubbell,Upper Body,Bilateral,Unsorted*
Single Arm Indian Club Inner Heart Shaped Swing,,,Novice,Shoulders,Posterior Deltoids,,Indian Club,Upper Body,Unilateral,Mobility
Single Arm Ring Dead Hang,Video Demonstration,,Novice,Forearms,Brachioradialis,Latissimus Dorsi,Gymnastic Rings,Upper Body,Unilateral,Calisthenics
Single Arm Dumbbell Suitcase Deadlift,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,Latissimus Dorsi,Dumbbell,Full Body,Unilateral,Bodybuilding
Slider Single Arm Kettlebell Front Rack Ipsilateral Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Latissimus Dorsi,Sliders,Lower Body,Ipsilateral,Bodybuilding
Clubbell Torch Press,Video Demonstration,Video Explanation,Novice,Shoulders,Anterior Deltoids,Latissimus Dorsi,Clubbell,Upper Body,Bilateral,Unsorted*
Single Arm Clubbell Torch Press,Video Demonstration,Video Explanation,Novice,Shoulders,Anterior Deltoids,Latissimus Dorsi,Clubbell,Upper Body,Unilateral,Unsorted*
Double Clubbell Torch Press,,,Novice,Shoulders,Anterior Deltoids,Latissimus Dorsi,Clubbell,Upper Body,Bilateral,Unsorted*
Barbell Conventional Deadlift,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,Latissimus Dorsi,Barbell,Full Body,Bilateral,Powerlifting
Barbell Sumo Deadlift,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,Gluteus Maximus,Barbell,Full Body,Bilateral,Powerlifting
Barbell Rack Pull,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,,Barbell,Full Body,Bilateral,Bodybuilding
Barbell Snatch Grip Deadlift,Video Demonstration,Video Explanation,Intermediate,Back,Latissimus Dorsi,,Barbell,Full Body,Bilateral,Bodybuilding
Alternating Double Clubbell Torch Press,,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Clubbell,Upper Body,Unilateral,Unsorted*
Stability Ball Hyperextension,Video Demonstration,Video Explanation,Novice,Back,Erector Spinae ,,Stability Ball,Core,Bilateral,Unsorted*
Barbell Seated Good Morning ,Video Demonstration,Video Explanation,Intermediate,Back,Erector Spinae ,Gluteus Maximus,Barbell,Lower Body,Bilateral,Bodybuilding
Barbell Good Morning,Video Demonstration,Video Explanation,Intermediate,Back,Erector Spinae ,Gluteus Maximus,Barbell,Lower Body,Bilateral,Bodybuilding
Bodyweight Wall Sit ,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Bilateral,Unsorted*
Bodyweight Wall Slide Squat,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Bilateral,Unsorted*
Stability Ball Wall Slide Squat,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Stability Ball,Lower Body,Bilateral,Unsorted*
Suspension Squat,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Suspension Trainer,Lower Body,Bilateral,Unsorted*
Suspension Alternating Reverse Lunge,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Suspension Trainer,Lower Body,Unilateral,Bodybuilding
Bodyweight Squat to Bench,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Bilateral,Calisthenics
Bodyweight Squat,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Bilateral,Calisthenics
Bodyweight Hand Assisted Split Squat,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Bodybuilding
Bodyweight Walking Lunge,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Bodybuilding
Dumbbell Goblet Squat ,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Bilateral,Bodybuilding
Miniband Romanian Deadlift,Video Demonstration,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Miniband,Lower Body,Bilateral,Bodybuilding
Superband Resisted Skater Jump,Video Demonstration,Video Explanation,Intermediate,Abductors,Gluteus Medius,Gluteus Maximus,Superband,Lower Body,Unilateral,Plyometric
Cable Prone Single Leg Hamstring Curl,Video Demonstration,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Cable,Lower Body,Unilateral,Bodybuilding
Bodyweight Candlestick Roll Up Tuck Jump,Video Demonstration,,Intermediate,Glutes,Gluteus Maximus,,Bodyweight,Full Body,Bilateral,Plyometric
Single Arm Clubbell Front Flag Press,,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Clubbell,Upper Body,Unilateral,Unsorted*
Double Clubbell Front Flag Press,,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Clubbell,Upper Body,Bilateral,Unsorted*
Barbell Block Pull Deadlift,Video Demonstration,Video Explanation,Novice,Back,Latissimus Dorsi,,Barbell,Full Body,Bilateral,Bodybuilding
Barbell Box Back Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Bilateral,Unsorted*
Barbell Deficit Deadlift,Video Demonstration,Video Explanation,Intermediate,Back,Latissimus Dorsi,,Barbell,Full Body,Bilateral,Bodybuilding
Barbell Front Rack Squat,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Bilateral,Olympic Weightlifting 
Barbell Glute Bridge,Video Demonstration,Video Explanation,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Barbell,Lower Body,Bilateral,Bodybuilding
Barbell Halting Deadlift,,Video Explanation,Novice,Back,Latissimus Dorsi,,Barbell,Full Body,Bilateral,Bodybuilding
Barbell High Bar Back Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Bilateral,Unsorted*
Barbell Low Bar Back Squat,,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Bilateral,Powerlifting
Alternating Double Clubbell Front Flag Press,,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Clubbell,Upper Body,Unilateral,Unsorted*
Barbell Power Clean,Video Demonstration,Video Explanation,Expert,Glutes,Gluteus Maximus,Biceps Femoris,Barbell,Full Body,Bilateral,Olympic Weightlifting 
Barbell Power Snatch,Video Demonstration,Video Explanation,Expert,Glutes,Gluteus Maximus,Anterior Deltoids ,Barbell,Full Body,Bilateral,Olympic Weightlifting 
Double Indian Club Lateral Internal and External Rotations,,,Novice,Shoulders,Posterior Deltoids,,Indian Club,Upper Body,Bilateral,Mobility
Barbell Romanian Deadlift,Video Demonstration,Video Explanation,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Barbell,Lower Body,Bilateral,Bodybuilding
Single Arm Indian Club Lateral Internal and External Rotation,,,Novice,Shoulders,Posterior Deltoids,,Indian Club,Upper Body,Unilateral,Mobility
Barbell Back Rack Split Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Barbell Stiff Legged Deadlift,Video Demonstration,Video Explanation,Novice,Hamstrings,Biceps Femoris,Gluteus Maximus,Barbell,Lower Body,Bilateral,Bodybuilding
Barbell Sumo Back Squat,Video Demonstration,Video Explanation,Novice,Glutes,Gluteus Maximus,Quadriceps Femoris,Barbell,Lower Body,Bilateral,Unsorted*
Bodyweight Pistol Squat,Video Demonstration,Video Explanation,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Calisthenics
Bodyweight Skater Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Calisthenics
Cable Pull Through,Video Demonstration,Video Explanation,Beginner,Glutes,Gluteus Maximus,,Cable,Lower Body,Bilateral,Bodybuilding
Double Dumbbell Suitcase Bulgarian Split Squat,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Suitcase Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Suitcase Deficit Split Squat,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Suitcase Alternating Forward Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Suitcase Alternating Reverse Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Double Indian Club Overhead Arm Circles,,,Novice,Shoulders,Lateral Deltoids,,Indian Club,Upper Body,Bilateral,Mobility
Double Dumbbell Suitcase Split Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Front Rack Alternating Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Bodyweight Face the Wall Squat,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Bilateral,Unsorted*
Bodyweight Feet Elevated Glute Bridge,Video Demonstration,Video Explanation,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Bodyweight,Lower Body,Bilateral,Bodybuilding
Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Contralateral,Bodybuilding
Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Ipsilateral,Bodybuilding
Slider Single Arm Kettlebell Overhead Contralateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Contralateral,Bodybuilding
Slider Single Arm Kettlebell Overhead Ipsilateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Ipsilateral,Bodybuilding
Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Reverse Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Contralateral,Bodybuilding
Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Reverse Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Ipsilateral,Bodybuilding
Slider Kettlebell Goblet Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sliders,Lower Body,Unilateral,Bodybuilding
Miniband Thigh Monster Walk,Video Demonstration,,Beginner,Abductors,Gluteus Medius,Gluteus Minimus,Miniband,Lower Body,Unilateral,Bodybuilding
Bodyweight Quadruped Hip Extension,Video Demonstration,,Beginner,Glutes,Gluteus Maximus,,Bodyweight,Lower Body,Unilateral,Unsorted*
Suspension Pistol Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Suspension Trainer,Lower Body,Unilateral,Balance
